,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
1694,1745,Volkswagen,2017,555000,52000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,Y
1693,1744,Tata,2017,665000,25000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y
1689,1740,Hyundai,2017,509999,25000,Central,Indiana,Anderson,Petrol,Individual,Manual,First_Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,Y
300,312,Honda,2017,1300000,30000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,25.6,1498,97.9,200Nm@ 1750rpm,5,Y
301,313,Honda,2017,1250000,33000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,25.6,1498,97.9,200Nm@ 1750rpm,5,Y
1698,1750,Maruti,2017,605000,127000,Central,Illinois,Woodridge,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
293,304,Maruti,2017,650000,25000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y
1550,1599,Hyundai,2017,520000,30000,East,Maine,Gorham,Petrol,Individual,Manual,First_Owner,19.1,1197,82.0,114Nm@ 4000rpm,5,Y
1700,1752,Maruti,2017,800000,70000,Central,Illinois,Wheeling,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Y
1699,1751,Honda,2017,720000,30000,Central,Illinois,Woodridge,Petrol,Individual,Manual,First_Owner,17.5,1199,88.7,110Nm@ 4800rpm,5,Y
5,6,Hyundai,2017,440000,45000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Y
1701,1753,Mahindra,2017,1325000,54000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,Y
307,320,Maruti,2017,409999,47000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
1670,1721,Toyota,2017,625000,25538,South,Georgia,Evans,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Y
309,322,Tata,2017,400000,26000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,Y
68,71,Volkswagen,2017,500000,80000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,Y
1661,1712,Jaguar,2017,3200000,45000,South,Georgia,Evans,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1659,1710,Jaguar,2017,2625000,9000,South,Florida,Ormond Beach,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5,Y
1672,1723,Hyundai,2017,450000,56290,East,Ohio,Cleveland,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
1679,1730,Toyota,2017,585000,50000,East,Ohio,Columbus,Petrol,Individual,Manual,First_Owner,17.71,1197,78.9,104Nm@ 3100rpm,5,Y
1681,1732,Honda,2017,500000,70000,East,Ohio,Cleveland Heights,Diesel,Individual,Manual,First_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,Y
1553,1602,Renault,2017,350000,34000,East,Ohio,Mount Vernon,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
723,747,Hyundai,2018,450000,30000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
880,909,Hyundai,2018,580000,32000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
23,25,Tata,2018,500000,35000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,20.3,1199,83.81,114Nm@ 3500rpm,5,Y
886,915,Hyundai,2018,710000,70000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
139,146,Volvo,2018,3400000,22000,East,District of Columbia,Washington,Diesel,Dealer,Automatic,First_Owner,18.0,1969,190.0,400Nm,5,Y
100,105,Maruti,2018,610000,35000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Y
67,70,Maruti,2018,448000,30000,East,District of Columbia,Washington,Petrol,Individual,Automatic,First_Owner,20.51,998,67.0,90Nm@ 3500rpm,5,Y
832,860,Maruti,2018,220000,10000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,Y
56,59,Toyota,2018,1590000,25000,South,Florida,Miami,Petrol,Dealer,Automatic,First_Owner,14.28,1798,138.03,173Nm@ 4000rpm,5,Y
119,125,Renault,2018,350000,25000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
146,153,Tata,2018,811000,11000,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5,Y
42,45,Maruti,2018,675000,23300,East,New York,New York City,Petrol,Dealer,Automatic,First_Owner,18.5,1197,83.14,115Nm@ 4000rpm,5,Y
40,43,Honda,2018,925000,28900,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,17.8,1497,117.3,145Nm@ 4600rpm,5,Y
43,46,Maruti,2018,819999,32600,Central,Illinois,Chicago,Diesel,Dealer,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
134,141,Skoda,2018,1864999,50000,West,California,San Diego,Petrol,Dealer,Automatic,First_Owner,14.67,1798,177.46,250@ 1250-5000rpm,5,Y
31,34,Hyundai,2018,730000,2388,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
28,30,Maruti,2018,254999,25000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,Y
132,138,BMW,2018,3790000,29500,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,22.48,1995,187.74,400Nm@ 1750-2500rpm,5,Y
772,800,Renault,2018,400000,60000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
126,132,Audi,2018,3975000,31800,West,Washington,Seattle,Diesel,Dealer,Automatic,First_Owner,17.01,1968,188.0,400nm@ 1750-3000rpm,5,Y
44,47,Maruti,2018,390000,10300,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y
51,54,Maruti,2018,850000,64000,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,20.65,1462,103.25,138Nm@ 4400rpm,5,Y
308,321,Hyundai,2018,1210000,25000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5,Y
515,531,Hyundai,2018,801000,20000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
310,323,Hyundai,2018,520000,29000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y
511,527,Jeep,2018,1600000,14000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5,Y
334,348,Maruti,2018,610000,52000,East,District of Columbia,Washington,Petrol,Dealer,Manual,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,Y
337,351,Toyota,2018,3000000,35000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,14.24,2755,174.5,420Nm@ 1400-2600rpm,7,Y
338,352,Renault,2018,390000,13000,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,20.71,799,53.26,72Nm@ 4386rpm,5,Y
298,310,Tata,2018,645000,10000,West,Washington,Seattle,Petrol,Individual,Automatic,First_Owner,20.3,1199,84.0,114Nm@ 3500rpm,5,Y
496,511,Maruti,2018,755000,15000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
549,567,Hyundai,2018,500000,20000,West,Washington,Seattle,Petrol,Individual,Manual,Second_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
548,566,Nissan,2018,670000,35000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,22.71,1461,84.8,200Nm@ 2000rpm,5,Y
545,563,Ford,2018,700000,19100,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,19.0,1194,94.68,120Nm@ 4250rpm,5,Y
544,562,Datsun,2018,217000,25000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,22.7,799,53.64,72Nm@ 4386rpm,5,Y
542,560,Ford,2018,550000,14200,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
537,555,Hyundai,2018,580000,32000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
536,554,Hyundai,2018,570000,25000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
535,553,Maruti,2018,750000,5000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
393,408,Tata,2018,325000,100000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,Y
439,454,Ford,2018,950000,30000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,Y
438,453,Tata,2018,1525000,50000,Central,Texas,Dallas,Diesel,Individual,Manual,First_Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7,Y
402,417,Maruti,2018,740000,38817,East,New York,New York City,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,Y
407,422,Maruti,2018,600000,69779,East,New York,New York City,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,Y
413,428,Volvo,2018,2475000,2000,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,Y
364,378,Maruti,2018,740000,38817,West,California,Los Angeles,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,Y
475,490,Hyundai,2018,500000,60000,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Y
369,383,Maruti,2018,600000,69779,West,California,Los Angeles,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,Y
375,389,Volvo,2018,2475000,2000,Central,Michigan,Detroit,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,Y
385,400,Honda,2018,1085000,1000,East,Pennsylvania,Philadelphia,Petrol,Individual,Automatic,First_Owner,18.0,1497,117.6,145Nm@ 4600rpm,5,Y
451,466,Renault,2018,1050000,18000,Central,Texas,Houston,Diesel,Dealer,Manual,First_Owner,19.6,1461,108.45,245Nm@ 1750rpm,5,Y
661,681,Toyota,2018,1100000,25000,Central,Illinois,Chicago,Petrol,Individual,Automatic,First_Owner,17.8,1496,105.5,140Nm@ 4200rpm,5,Y
658,678,Maruti,2018,455000,100000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,19.0,1197,85.8,114Nm@ 4000rpm,5,Y
657,677,Mahindra,2018,535000,21000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6,Y
653,673,Maruti,2018,950000,77800,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,Y
645,665,Volvo,2018,2475000,2000,East,District of Columbia,Washington,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,Y
639,659,Maruti,2018,600000,69779,East,New York,New York City,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,Y
634,654,Maruti,2018,740000,38817,East,New York,New York City,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,Y
166,173,Ford,2018,575000,9500,Central,Texas,Houston,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
716,738,Hyundai,2018,531000,20000,Central,Illinois,Chicago,Petrol,Individual,Automatic,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
158,165,Tata,2018,1025000,8000,East,New York,New York City,Diesel,Dealer,Automatic,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y
710,732,Hyundai,2018,500000,10000,Central,Michigan,Detroit,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Y
664,684,Mahindra,2018,340000,51492,South,North Carolina,Charlotte,Petrol,Individual,Manual,First_Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6,Y
583,603,Hyundai,2018,580000,30000,East,Pennsylvania,Philadelphia,Petrol,Individual,Automatic,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
278,289,Mercedes,2018,4600000,7976,Central,Texas,Houston,Diesel,Individual,Automatic,First_Owner,17.9,2143,170.0,400Nm@ 1400-2800rpm,5,Y
199,208,Maruti,2018,420000,35000,Central,Texas,Houston,Petrol,Individual,Automatic,First_Owner,20.51,998,67.0,90Nm@ 3500rpm,5,Y
201,210,Maruti,2018,270000,20000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,Y
202,211,Maruti,2018,700000,7800,Central,Illinois,Chicago,Petrol,Individual,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,Y
206,215,Maruti,2018,700000,50000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
150,157,Mercedes,2018,2550000,18000,Central,Illinois,Chicago,Petrol,Dealer,Automatic,First_Owner,15.04,1991,183.0,300Nm@ 1200-4000rpm,5,Y
210,219,Maruti,2018,830000,5000,East,Massachusetts,Boston,Petrol,Individual,Automatic,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Y
213,222,Renault,2018,335000,30000,South,Georgia,Atlanta,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Y
219,228,Tata,2018,520000,60000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,Y
221,231,Ford,2018,910000,15000,Central,Michigan,Detroit,Petrol,Individual,Manual,First_Owner,17.0,1497,121.36,150Nm@ 4500rpm,5,Y
1402,1449,Hyundai,2018,700000,30000,Central,Kansas,Leavenworth,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
1400,1447,Maruti,2018,770000,50000,Central,Kansas,Garden City,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1398,1445,Maruti,2018,480000,20375,Central,Kansas,Hutchinson,Petrol,Dealer,Manual,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Y
1357,1401,Mahindra,2018,660000,74250,Central,Texas,Carrollton,Diesel,Dealer,Manual,First_Owner,21.0,1498,74.96,210nm@ 1600-2200rpm,7,Y
1331,1374,Mahindra,2018,775000,59736,Central,Minnesota,Brooklyn Center,Diesel,Dealer,Manual,First_Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,Y
1890,1947,Hyundai,2018,444000,15000,Central,Wisconsin,Stevens Point,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
1901,1960,Maruti,2018,650000,50000,Central,Texas,Odessa,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1323,1366,Honda,2018,680000,8576,Central,Minnesota,Brooklyn Park,Petrol,Dealer,Manual,First_Owner,18.7,1199,88.7,110Nm@ 4800rpm,5,Y
1318,1361,Toyota,2018,1576000,70000,Central,Minnesota,Brooklyn Center,Diesel,Individual,Manual,First_Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,7,Y
1917,1977,Maruti,2018,475000,30000,East,New York,Plainview,Petrol,Individual,Manual,First_Owner,21.63,998,67.04,90Nm@ 3500rpm,5,Y
1851,1906,Renault,2018,409999,35000,Central,Texas,Laredo,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
1808,1863,Toyota,2018,1000000,5229,Central,Michigan,Burton,Petrol,Trustmark_Dealer,Manual,First_Owner,17.1,1496,105.5,140Nm@ 4200rpm,5,Y
1468,1517,Maruti,2018,625000,10000,Central,Michigan,Bay City,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Y
1810,1865,Maruti,2018,925000,23712,East,New York,Auburn,Diesel,Trustmark_Dealer,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,Y
1812,1867,Maruti,2018,430000,16589,Central,Missouri,Clayton,Petrol,Trustmark_Dealer,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
1457,1505,Maruti,2018,400000,17500,Central,Iowa,Waterloo,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
1456,1504,Maruti,2018,650000,35500,Central,Iowa,West Des Moines,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
1440,1487,Hyundai,2018,850000,60000,East,New York,Deer Park,Diesel,Individual,Manual,First_Owner,22.54,1396,88.76,224nm@ 1500-2750rpm,5,Y
1820,1875,Ford,2018,640000,6001,Central,Indiana,Lafayette,Petrol,Dealer,Manual,First_Owner,15.9,1496,120.69,149Nm@ 4500rpm,5,Y
1822,1877,Renault,2018,1250000,12000,Central,Indiana,Marion,Diesel,Individual,Manual,First_Owner,19.6,1461,108.45,245Nm@ 1750rpm,5,Y
1827,1882,Maruti,2018,1000000,40000,Central,Indiana,Lawrence,Diesel,Individual,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,Y
1482,1531,Ford,2018,3250000,12000,South,North Carolina,Sanford,Diesel,Individual,Automatic,First_Owner,10.91,3198,197.0,470Nm@ 1750-2500rpm,7,Y
1920,1980,BMW,2018,3350000,18000,Central,Indiana,Michigan City,Diesel,Dealer,Automatic,First_Owner,19.62,1998,190.0,400nm@ 1750-2500rpm,5,Y
1242,1281,Maruti,2018,1030000,25000,Central,Michigan,Clinton,Diesel,Individual,Manual,First_Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,Y
1955,2015,Ford,2018,950000,27620,South,Florida,Ponte Vedra Beach,Diesel,Dealer,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,Y
1961,2021,Honda,2018,850000,7800,South,Florida,Port Orange,Petrol,Individual,Manual,First_Owner,17.5,1199,88.7,110Nm@ 4800rpm,5,Y
1245,1284,Hyundai,2018,800000,30000,Central,Michigan,Canton,Diesel,Individual,Manual,First_Owner,21.19,1396,88.76,219.66nm@ 1500-2750rpm,5,Y
1971,2032,Maruti,2018,850000,59000,East,Ohio,Mansfield,Diesel,Individual,Manual,First_Owner,24.2,1498,93.87,225Nm@ 1500-2500rpm,7,Y
1234,1273,Hyundai,2018,700000,6000,Central,Michigan,Dearborn,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
1972,2033,Tata,2018,250000,110000,East,Ohio,Lorain,Diesel,Individual,Manual,First_Owner,25.0,1396,69.0,140Nm@ 1800-3000rpm,5,Y
1304,1346,Hyundai,2018,570000,80000,West,California,Lemon Grove,Diesel,Individual,Manual,First_Owner,25.4,1186,73.97,190.25nm@ 1750-2250rpm,5,Y
1921,1981,Toyota,2018,1800000,20000,Central,Indiana,Merrillville,Diesel,Dealer,Automatic,First_Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,8,Y
1922,1982,Hyundai,2018,540000,7000,Central,Indiana,Michigan City,Petrol,Dealer,Manual,First_Owner,20.3,1086,68.0,99Nm@ 4500rpm,5,Y
1923,1983,Force,2018,910000,20000,Central,Indiana,Merrillville,Diesel,Dealer,Manual,First_Owner,17.0,2596,80.8,230Nm@ 1800-2000rpm,5,Y
1294,1335,Mahindra,2018,1200000,50000,South,Florida,Miramar,Diesel,Individual,Manual,First_Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,7,Y
1926,1986,Maruti,2018,950000,58511,West,Oregon,Aloha,Diesel,Dealer,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1928,1988,Mahindra,2018,900000,26235,West,Oregon,Aloha,Diesel,Dealer,Manual,First_Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6,Y
1931,1991,Mercedes,2018,2950000,46000,West,Oregon,Aloha,Diesel,Dealer,Manual,First_Owner,15.8,2148,170.0,"42@ 2,000(kgm@ rpm)",5,Y
1288,1328,Mahindra,2018,500000,10000,West,California,Los Gatos,Diesel,Individual,Manual,First_Owner,23.5,909,45.0,98Nm@ 1600-3000rpm,8,Y
1274,1313,Ford,2018,950000,30000,West,California,Manhattan Beach,Diesel,Individual,Manual,First_Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,Y
1943,2003,Renault,2018,330000,30000,East,New Jersey,Scotch Plains,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
1212,1251,Maruti,2018,833000,35000,East,New York,Utica,Diesel,Individual,Automatic,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y
1588,1637,Mahindra,2018,1465000,110000,South,Alabama,Selma,Diesel,Individual,Manual,First_Owner,16.36,2179,140.0,320Nm@ 1500-2800rpm,7,Y
1687,1738,Tata,2018,1250000,25000,Central,Indiana,Carmel,Diesel,Individual,Manual,First_Owner,17.6,2179,147.94,320Nm@ 1500-3000rpm,7,Y
1592,1642,Maruti,2018,560000,20000,South,Alabama,Selma,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Y
1572,1621,Hyundai,2018,480000,40000,East,Massachusetts,Lynn,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Y
1562,1611,Maruti,2018,900000,25000,East,Ohio,Hilliard,Petrol,Individual,Manual,First_Owner,19.34,1462,103.0,138Nm@ 4400rpm,7,Y
1561,1610,Ford,2018,700000,19100,East,Ohio,Hamilton,Petrol,Individual,Manual,First_Owner,19.0,1194,94.68,120Nm@ 4250rpm,5,Y
1549,1598,Tata,2018,700000,35000,East,Vermont,South Burlington,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y
1546,1595,Renault,2018,350000,30000,East,Ohio,Mount Vernon,Petrol,Individual,Manual,First_Owner,23.01,999,67.0,91Nm@ 4250rpm,5,Y
1641,1692,Datsun,2018,430000,5000,West,Colorado,Lakewood,Petrol,Individual,Manual,Second_Owner,20.63,1198,67.0,104Nm@ 4000rpm,5,Y
1633,1684,Volkswagen,2018,678000,17000,West,Colorado,Highlands Ranch,Petrol,Individual,Manual,First_Owner,18.78,999,75.0,95Nm@ 3000-4300rpm,5,Y
1627,1678,Toyota,2018,1080000,12800,East,Pennsylvania,Altoona,Petrol,Individual,Automatic,First_Owner,17.8,1496,105.5,140Nm@ 4200rpm,5,Y
1666,1717,Maruti,2018,740000,38817,South,Georgia,Gainesville,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,190Nm@ 2000rpm,5,Y
1671,1722,Maruti,2018,600000,69779,East,Ohio,Cleveland Heights,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,113Nm@ 4200rpm,5,Y
1614,1665,Tata,2018,450000,5000,Central,Texas,San Marcos,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,Y
1677,1728,Volvo,2018,2475000,2000,East,Ohio,Cleveland Heights,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5,Y
1545,1594,Mahindra,2018,1200000,35000,East,Ohio,Mount Vernon,Diesel,Individual,Manual,First_Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,8,Y
1542,1591,Tata,2018,1575000,25000,West,Oregon,Corvallis,Diesel,Individual,Manual,First_Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7,Y
1776,1831,Ford,2018,3250000,12000,East,Maryland,Camp Springs,Diesel,Individual,Automatic,First_Owner,10.91,3198,197.0,470Nm@ 1750-2500rpm,7,Y
1511,1560,Tata,2018,740000,15000,Central,Texas,College Station,Petrol,Individual,Manual,First_Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5,Y
1780,1835,Toyota,2018,3200000,60000,Central,Texas,Pflugerville,Diesel,Individual,Automatic,First_Owner,15.04,2755,174.5,450Nm@ 1600-2400rpm,7,Y
1781,1836,Mahindra,2018,1400000,30000,Central,Texas,Pasadena,Diesel,Individual,Manual,First_Owner,16.0,1997,140.0,320Nm@ 1600-2800rpm,7,Y
1788,1843,Maruti,2018,260000,30000,Central,Texas,Pearland,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,Y
1789,1844,Hyundai,2018,1050000,70000,Central,Illinois,Hanover Park,Diesel,Individual,Manual,First_Owner,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5,Y
1792,1847,Hyundai,2018,700000,6000,Central,Illinois,Hanover Park,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
1803,1858,Audi,2018,3975000,31800,South,North Carolina,Albemarle,Diesel,Dealer,Automatic,First_Owner,17.01,1968,188.0,400nm@ 1750-3000rpm,5,Y
